# from Ensembl Biomart
Associated_Gene_Name	Gene_Start	Gene_End
KCNMB3	179236691	179267002
GNGT2	49202791	49210574
SF3A3	37956975	37990921
USP18	18149899	18177397
C16orf78	49373823	49399431
APOBEC4	183646404	183653316
SSR4	153793516	153798505
PPP1R3C	91628442	91633054
PON1	95297676	95324707
SUV39H1	48695554	48709012
CGRRF1	54509812	54539309
ABCB5	20615207	20777038
RP5-1182A14.6	16733951	16734461
EFNA1	155127460	155134857
APBA3	3750819	3761699
GLTSCR1L	42746958	42868560
ZNF394	99486519	99500324
NOD2	50693603	50733077
TP53	7661779	7687550
STRN3	30893799	31026401
MAPK8IP1	45885651	45906465
TMEM242	157289386	157323601
MUSTN1	52833114	52835219
IQCA1L	151190873	151205496
ACLY	41866908	41930542
SRD5A3	55346109	55373096
TMEM110	52836219	52897596
ABCG2	88090264	88231322
RGL1	183636085	183928531
SPOCK1	136975298	137598379
PRODH2	35799988	35813299
ITPKC	40717103	40740860
PCNA	5114953	5126626
FAM134A	219176225	219185479
GATSL3	30285117	30289627
CYBRD1	171522247	171558133
PAF1	39385852	39391195
PPDPF	63520724	63522206
NAA11	79225694	79326050
MAP3K1	56815574	56896152
TAF1L	32629454	32635669
RCN1	31812391	32105755
POLE	132623753	132687365
EIF6	35278907	35284985
POLR2J2	102665368	102671629
TMEM110-MUSTN1	52833121	52897562
CDKL5	18425583	18653629
CWF19L2	107326345	107457844
CDC42EP2	65314818	65322429
RP1L1	10606349	10712187
RFX4	106582907	106762803
ZNF844	12064699	12081565
MAGEC3	141838316	141897832
SLC9A3R2	2025356	2039026
C8orf74	10672637	10700593
GBP5	89258950	89272804
EXOC6	92834713	93059493
SOX2	181711924	181714436
PLA2G5	20028179	20091190
SHOX	624344	659411
GPR61	109539872	109548406
OR4F17	107461	111696
HSPA14	14838164	14871741
ANXA1	73151757	73170393
OR52J3	5046526	5047461
OR52E2	5058650	5059627
SMN1	70268827	70296783
HSPB2-C11orf52	111912736	111926871
ZC3H11A	203795654	203854124
MLLT6	38705542	38729803
DYM	49041474	49461347
CHMP2B	87227271	87255548
PRR19	42302098	42310821
CLTA	36190856	36304781
RGL2	33220485	33228152
KLK10	51012739	51020175
EHMT1	137618963	137870016
ZNF705G	7348669	7377169
LRP8	53242364	53328070
FGF19	69698232	69704642
PGA4	61222216	61231927
ACTR10	58200080	58235636
DEFB133	49946101	49949444
ZNF564	12525370	12551542
NT5C3B	41825181	41836263
NCKIPSD	48673844	48686364
OR10A4	6876625	6877619
CEBPZ	37201612	37231713
UPK3BL	102637025	102642791
CIART	150282543	150287093
KRT19	41523617	41528308
ZNF823	11721265	11739009
RHBDF2	76470891	76501790
RP11-514P8.6	102582523	102642869
DDX39B	31569699	31586038
PPP1R7	241149576	241183652
CYP3A43	99828013	99866102
MVB12B	126326849	126507041
PADI6	17372196	17401699
IFT81	110124335	110218797
PRRT1	32187767	32193781
TGFB1	41301587	41353911
PRR3	30635339	30642176
KSR1	27456714	27626438
DNAJA4	78264086	78282196
RBP7	9997206	10016020
PRR15	29563811	29567295
ITPA	3208868	3223870
IZUMO4	2096429	2099593
ITPKB	226631690	226739323
ZFP69B	40450102	40463718
ARHGAP12	31805404	31928876
TAB1	39399741	39437060
CLDN10	95433604	95579759
HERC2	28111040	28322152
DNAH10	123826687	123935766
ALOXE3	8095900	8119047
CNGA4	6234765	6244429
AIF1	31615184	31617021
POLR2J3	102537918	102572656
AMY1C	103750406	103758690
RAP1GDS1	98261384	98443861
CMAS	22046174	22065674
AGPAT3	43865186	43986536
DNAJB1	14514770	14529770
CIZ1	128166064	128204383
PRKAA2	56645322	56715335
ADCY7	50246137	50318135
IL17RD	57089982	57170306
TMEM239	2816302	2820284
OR11A1	29425381	29456943
ZSCAN25	99616946	99632407
RASSF9	85800697	85836570
UVSSA	1347266	1388049
CCL3L3	36194869	36196758
NDRG3	36651766	36746078
APP	25880550	26171128
KIR3DL2	54521328	54538122
OR10C1	29439182	29440853
STAMBP	73828916	73873659
UBE2J1	89326625	89352848
ATP5SL	41431318	41440717
RASD2	35540868	35554001
MANBA	102631488	102760994
ZBTB49	4290251	4321786
TRIP12	229763838	229923239
PNPLA5	43879678	43892013
DZIP1	95578202	95644703
TRPC4	37636636	37870425
WNT4	22117305	22143969
RUNX2	45328157	45664349
HLA-DRA	32388087	32393254
C19orf54	40740856	40751553
PTX3	157436789	157443628
FAM78A	131258076	131276547
ZNF226	44165073	44178381
TMEM40	12733525	12769457
AGAP9	47501854	47549750
DPCR1	30931715	30944934
C17orf75	32324565	32350023
CHST7	46573784	46598408
TMEM207	190428655	190449876
TSPO	43151514	43163242
ADAMTS14	70672803	70762441
NR1D1	40092787	40100725
PLA2R1	159932006	160062610
LBR	225401502	225428925
RAD54L2	51541144	51668667
SMIM6	75646243	75647977
CIAO1	96266132	96273349
VPS52	33390441	33412193
ENTPD4	23385783	23457695
SMIM5	75633434	75641404
C1orf35	228100726	228105411
SNRPA	40750637	40765389
PIM2	48913182	48919024
TMEM59	54026681	54053504
RYK	134065303	134250744
HSF1	144291591	144314722
CCDC90B	83259097	83286407
SAMD9L	93130055	93148369
STAC	36380344	36548007
ETV5	186046308	186110318
ATAT1	30616337	30636318
KCNJ12	21376197	21419872
SERINC3	44496221	44522109
EIF1AY	20575725	20593154
ANGPTL3	62597487	62606159
ST6GALNAC2	76563710	76586956
XRCC3	103697609	103715504
GPR173	53049091	53080615
DNAJC3	95677139	95794989
DPYSL4	132186900	132205776
FCGR1A	149782671	149792518
SOHLH1	135693407	135699528
RFESD	95646754	95684773
TP53TG3D	32252719	32255922
TMEM169	216081866	216102783
SYNC	32680360	32703596
EVPL	76004502	76027452
FAM3B	41304212	41357431
CGREF1	27098889	27119115
THRA	40058290	40093867
PAPOLB	4857733	4861994
VEPH1	157259742	157533619
WWOX	78099413	79212667
RADIL	4797055	4883719
TAOK2	29973641	29992261
CACNB1	39173456	39197703
KCTD20	36442767	36491143
COIL	56938187	56961054
PPP4C	30075978	30085377
POLR1B	112541915	112577150
SEC23B	18507493	18561415
SPATA9	95652181	95698711
TBC1D10A	30291990	30327046
MDM2	68808172	68850686
KCNH2	150944961	150978315
LPPR4	99263953	99309590
AP2A2	940735	1012239
MYB	135181315	135219173
AIFM1	130129362	130165887
ZBTB24	109462594	109483237
BCAR1	75228187	75268053
DOLK	128945530	128947619
CSNK1G3	123512099	123617045
SMPDL3A	122789049	122809720
GPR27	71754050	71756496
TCHP	109900264	109983841
GPER1	1082208	1093815
FEM1A	4791681	4801273
BHLHE22	64580367	64583628
UBAP1	34179005	34252523
BDKRB2	96204679	96244166
PLCD1	38007496	38029762
CLCN6	11806096	11843144
ITIH2	7703269	7749520
CTD-2192J16.20	12525720	12580975
KPNA3	49699307	49792921
HEATR6	60043194	60078931
PTGS2	186671791	186680427
NBPF15	144421386	144461674
HLA-DRB4	32574846	32738920
GRSF1	70815782	70839945
NDUFB5	179604690	179627647
VWDE	12330885	12403941
PAIP2B	71182739	71227083
IFT27	36758202	36776256
SAP30BP	75667116	75708062
APOA2	161222292	161223631
HSPE1	197499994	197503457
CYB5D2	4143168	4187310
TGFBR3	91680343	91906335
IFNAR1	33324477	33359862
FIBP	65883741	65888539
EARS2	23522014	23557731
B3GNT6	77034398	77041973
MTRNR2L8	10507887	10509189
ZNF566	36445119	36489902
THRAP3	36224416	36305357
TMEM245	109015152	109119945
TRIM74	72959485	72969466
LEPR	65420652	65641559
MTRNR2L11	237943724	237945275
HTR2B	231108230	231125118
MICAL1	109444062	109465968
TRAFD1	112125501	112153609
APLNR	57233577	57237314
SLC35C1	45804072	45813015
AP5S1	3820524	3828837
SDE2	225982702	225999331
UTF1	133230274	133231558
MFSD3	144509074	144511213
VENTX	133237404	133241929
ACO2	41469125	41528989
CASP1	105025443	105035250
NPTX1	80467148	80477843
BCL6B	7023020	7030290
PPP1R18	30754873	30766379
HSF2BP	43529192	43659493
TSEN2	12484432	12539623
ANKRD54	37830855	37849327
EIF4E3	71675416	71754773
ARHGEF10L	17539835	17697874
ATOX1	151742316	151772532
KPNA2	68035519	68046842
PSMD1	231056864	231172827
PBX3	125747345	125967377
SAMD4B	39342396	39385710
SH3GLB2	129007036	129028303
GRXCR1	42893267	43030658
C10orf120	122697709	122699822
PRIMPOL	184649613	184694963
HSPE1-MOB4	197500413	197550726
PRKAR2B	107044649	107161811
NKIRAS1	23891660	23946591
KIAA1191	176346061	176361968
PECR	215996329	216082955
GPKOW	49113389	49123801
ATP6V1G2	31620808	31623190
NOB1	69741867	69754940
CDC20	43358955	43363203
FRA10AC1	93667883	93702572
VEZF1	57971547	57988259
FBLN1	45502238	45601135
TBATA	70771239	70785401
HIST2H2BF	149782689	149812373
DSCAML1	117427773	117817525
NBPF4	108223341	108244081
SUPV3L1	69180232	69209099
TEN1-CDK3	75979231	76005999
PHF20L1	132775358	132848807
LYPD4	41837074	41844697
GNL1	30619830	30635627
BARHL2	90711539	90717237
VANGL2	160400586	160428678
ZNF790	36817428	36850787
RQCD1	218568580	218597080
BPHL	3118374	3153578
TEN1	75979220	76000586
MYO18B	25742144	26031041
H2BFS	43565189	43565648
EHMT2	31870139	31888078
AFAP1	7758714	7939926
MUC7	70430492	70482997
DOCK7	62454728	62688368
RSPH3	158972871	159000187
IWS1	127436207	127526886
GLDN	51341629	51408013
ZNF628	55476332	55484487
HSD17B3	96235306	96302152
CTDP1	79679801	79756623
EFNA5	107376889	107670895
NAT14	55485004	55487568
FAM78B	166057426	166166969
MYO3B	170178145	170655171
TSEN34	54189938	54194536
NOL4	33851100	34224952
ADGRG4	136300963	136416888
PLEKHD1	69484692	69531551
ADAMTS1	26835747	26845409
RBM12B	93729356	93741017
VCX	7842262	7844143
NAP1L4	2944431	2992377
PF4V1	73853189	73854155
RPL22L1	170864875	170870483
ZCCHC14	87406246	87492045
CCDC24	43991359	43996528
LIN52	74084796	74201235
CDK3	76000906	76005999
SNX10	26291895	26374329
TAL1	47216290	47232220
SLAMF6	160485030	160523262
FAM135A	70412941	70561174
THEMIS	127708072	127918631
GCGR	81804132	81814013
PPEF1	18675909	18827921
ARHGEF35	144186083	144195655
OR2A7	144258607	144259722
CXXC1	50282343	50288304
HLA-DQA1	32628179	32647062
KIAA2012	202073255	202197862
INSRR	156840063	156859018
AKT3	243488233	243851079
ALDH5A1	24494852	24537207
FUT6	5830610	5839731
SLC30A7	100896076	100981753
FAIM	138608606	138633376
BMPR1B	94757968	95158448
RD3	211476522	211492917
CHCHD2	56101569	56106576
CXCL1	73869393	73871242
SMU1	33041764	33076659
FXYD2	117800844	117828698
FOXD3	63323041	63325126
PABPC4L	134196333	134201748
UNC93A	167271169	167316019
ASB1	238426742	238452250
TAGAP	159034468	159045152
ADIPOR1	202940823	202958572
ADCY10	167809388	167914215
ZNF318	43307134	43369478
ZNF829	36888124	36916291
ACOX1	75941507	75979363
ZBTB22	33484759	33488283
AHSA2	61177418	61191203
XPOT	64404350	64451127
RP11-54C4.3	151769793	151771508
RP11-152F13.10	82619121	82635020
AEBP2	19404045	19720801
ZRANB1	124942123	124988189
RPS17	82615842	82619653
KHK	27086747	27100772
SPINK5	148025683	148137289
CUZD1	122832149	122850793
SEPT14	55793544	55862789
SRGAP2C	121184810	121392822
SMCR8	18315310	18328055
ITGA3	50055968	50090481
TIMP1	47582313	47586789
MAPT	45906010	46039943
MANSC1	12326056	12350541
FXYD6-FXYD2	117820163	117876667
MCCD1	31605067	31606582
DMRTC2	41844743	41852333
IDH3G	153785766	153794523
GSC2	19148576	19150283
LIN28B	104957048	105083332
FAM72B	121167646	121185539
FAM24B	122849078	122879641
OR2D2	6891490	6892599
RP11-514P8.7	102541501	102592444
POLR2J2	102637049	102671641
MON2	62466817	62600479
G3BP1	151771045	151812785
PAQR8	52361421	52407777
TRIM50	73312539	73328082
TKFC	61333210	61353295
GYG1	148991341	149027668
PEAK1	77100656	77420144
ZNF570	37467585	37488652
DHX36	154272546	154324497
MOB4	197515571	197553699
CLPB	72292425	72434680
SLC25A31	127730378	127774299
PGR	101029624	101130524
TXNRD1	104215779	104350305
MUC4	195744429	195789161
STEAP1B	22419444	22632925
CDK15	201790461	201895550
CRLF2	1187549	1212750
TRAPPC2	13712244	13734635
CCDC66	56557161	56621818
PTTG2	37960435	37961125
RIOK3	23452823	23486603
SUGP2	18990888	19034023
GAGE10	49303669	49319844
ZNF292	87152833	87264196
DIXDC1	111927144	112022584
NOBOX	144397240	144410227
DHX37	124946825	124989122
CTD-3105H18.18	12433103	12484816
CTD-3105H18.16	12391949	12441082
RGN	47078355	47093314
ARHGAP33	35774532	35788822
ZNF791	12610918	12633840
GNL1	30530868	30546666
C7orf50	996986	1138260
NRAP	113588716	113664127
ADGRG1	57610652	57665580
SIGLEC15	45825512	45844080
HHLA3	70354805	70385339
OR2A42	144231911	144232843
RPAIN	5419641	5432876
ZNF569	37411155	37469275
HOXB3	48548870	48604912
ABCC3	50634777	50692252
IGFBP4	40443461	40457731
FAHD2B	97083583	97094882
EVX1	27242700	27250493
FAM92A1	93698561	93731527
SETSIP	92074533	92075441
GAGE12J	49322057	49329384
PIK3R1	68215720	68301821
TEX264	51662693	51704323
DUS1L	82057506	82065887
TICAM2	115578650	115602479
RSF1	77659996	77821017
NUDT19	32691961	32713796
ZNF799	12390016	12401271
ARHGAP10	147732063	148072780
SPDYE2	102551232	102562308
CCDC68	54901509	54959508
HLCS	36750888	36990236
ZNF345	36850361	36913029
KIR3DL1	54738546	54834440
CCDC71L	106656765	106660996
TACO1	63600872	63608365
DGAT1	144314584	144326910
ADGRD1	130953907	131141469
RNF157	76142453	76240373
FAM109A	111360651	111369121
TPRN	137191617	137204193
TMEM203	137204082	137205638
CLDN11	170418865	170860380
SYN1	47571898	47619853
NFKB2	102394110	102402529
C19orf60	18588685	18592336
ELOVL5	53267398	53349179
MREG	215942805	216034096
ENPP2	119557086	119673453
LSM12	44034635	44067619
DFNB31	114402080	114505450
SH2D2A	156806243	156816862
MSX2	174724533	174730893
USP25	15730025	15880069
CDK2AP2	67506497	67508649
AGRP	67482571	67483813
CAMK2N2	184259213	184261463
TBC1D1	37891087	38139175
DDX39B	31606569	31622924
ITGA2B	44372180	44389505
MAGEC1	141903894	141909388
EIF4G2	10797050	10809110
CASP2	143288215	143307696
MAGT1	77826364	77895593
SCN4A	63938554	63972918
ADGRB1	142449430	142545009
MTBP	120445400	120542133
OR4F15	101805720	101819147
HPGD	174490177	174523154
TCHHL1	152084144	152089064
SH3TC1	8182072	8241803
ATP4A	35550043	35563658
OR4F6	101805699	101806686
SLC20A1	112645857	112663827
UROC1	126481281	126517773
TCHH	152106317	152115454
SLC35G2	136818647	136855892
ZADH2	75195108	75209348
RASA4	102573807	102616757
ZNF385B	179441982	179861505
DBNL	44044640	44069456
CA14	150257159	150265078
RPH3AL	212389	386254
ADCK4	40691529	40718207
DDO	110391771	110415562
COL8A1	99638475	99799226
SNX11	48103357	48123074
CKMT1B	43593054	43604901
RP11-159D12.5	57989038	58005253
EXT1	117794490	118111853
TAF4	61953469	62065810
FXYD6	117820075	117877486
PAICS	56435741	56464579
NTNG2	132161676	132244534
HSPA1L	31876648	31882094
TMED7	115613508	115632992
U82695.5	153395640	153401420
MBD3	1573596	1592801
VBP1	155197007	155239817
ZFP92	153418322	153426481
CRIP3	43299710	43308797
TRIP11	91965991	92040896
SRMS	63540810	63547504
RGPD5	109792758	109857695
G6PD	154531391	154547572
SLC9A7	46599252	46759172
SLC26A6	48625723	48635493
FBXL17	107859035	108382098
RAB3GAP2	220148293	220272454
SRSF1	58003360	58007346
TRAF6	36487027	36510272
RPS6KB1	59893046	59950564
ZNF679	64228474	64266931
RAB24	177301198	177303744
SPG21	64963021	64990310
ZNF514	95147330	95165413
TSHZ1	75210755	75289950
ZNF709	12461184	12513854
UNC50	98608579	98618515
DNAJC19	180983709	180989774
VARS	31844536	31862971
PXT1	36390551	36442889
ZNF736	64307459	64354860
VASP	45506579	45526983
USP17L27	9344148	9345740
PLA1A	119597842	119629811
USP17L30	9363129	9364721
RCN2	76931619	76954392
RASGEF1A	43194535	43266919
DISP2	40358235	40378639
SLC30A1	211571568	211578742
PNLIPRP1	116590385	116609175
MAB21L2	150581922	150584693
OR2D3	6920974	6922043
ZNF382	36604817	36634113
PPP1R42	66964099	67056604
CLN3	28466653	28492012
RP11-350O14.18	137168854	137171984
ARRDC4	97960698	97973838
EXOSC4	144078626	144080647
FGF10	44303544	44389706
MRPL13	120380761	120445402
SOX13	204073115	204127743
USP17L21	9262872	9264823
GDF7	20666664	20679245
ARAF	47561100	47571920
LRRC26	137168758	137170051
APOB	21001429	21044073
TMSB4X	12975108	12977227
CYP46A1	99684304	99727301
DYRK1B	39825350	39834201
ZFP57	29672300	29681010
KCNQ2	63400210	63472677
JADE2	134524312	134583230
SNTB1	120535745	120813273
HLA-DRB3	32449765	32526743
ARHGEF2	155946851	156007070
MED29	39391303	39400637
RTTN	70003793	70205945
C4A	32091205	32111862
NOD1	30424527	30478784
LRBA	150264531	151015727
TESPA1	54948018	54984746
FAM9C	13035618	13044682
NAA38	7856685	7885238
NAIP	70312214	70368830
ZNF695	246945547	247008093
PSKH1	67893272	67929678
EFNB3	7705202	7711378
EIF3L	37848868	37889407
FOXJ1	76136333	76141299
VPS9D1	89707134	89720986
PPT2	32153441	32163680
FAM19A2	61708259	62279150
SSC5D	55488404	55519098
SEC24B	109433772	109540896
H3F3A	226061851	226072001
DEFB4B	7406786	7408809
COL11A2	33316561	33346378
RP1-130H16.18	30285238	30299482
KRT71	52543909	52553147
HEXA	72340919	72376476
MON1A	49908862	49930173
ZNF670	246945547	247078811
CTRL	67927640	67932414
ENOX2	130623369	130903317
ZNF670	247036784	247078755
SDCCAG8	243256034	243500092
LY6H	143163211	143166008
ZNF614	52012765	52030240
PRUNE	151008420	151035713
ATP6V1G1	114587746	114598373
CTNND1	57753243	57819546
HACD3	65530418	65578352
IGIP	140125935	140129392
ATP11C	139726346	139945276
DISP1	222872271	223005995
INSIG2	118088452	118110997
SLC45A4	141207166	141308305
WAC	28532493	28623112
IL22	68248242	68253607
PSMD4	151254703	151267479
RGPD4	107826937	107890841
PRAC1	48721719	48722522
CSNK2B	31655467	31663777
HPX	6431049	6442617
LRRC42	53946077	53968168
SERPINB4	63637259	63644298
CPEB1	82622289	82720771
TEX15	30831544	30890606
RP11-321N4.5	85557978	85615234
SERPINI2	167441789	167479004
CIRH1A	69131291	69231130
CYP7A1	58490178	58500236
LAT	28984826	28990783
APPBP2	60443149	60526219
POU5F1	31159218	31165590
SEH1L	12947133	12987536
SEPT5	19714464	19724772
AHCY	34280268	34311802
SFI1	31488688	31618586
CXorf40A	149540355	149550510
KLC2	66257294	66267860
SLC51A	196211487	196243178
ZCCHC4	25312785	25370383
RAPGEFL1	40177010	40195656
TP53I11	44885903	44951306
LRCH4	100574011	100586153
ADRM1	62302093	62308862
SBK2	55529733	55537089
CEP162	84124241	84227635
LCE1A	152827473	152827894
SMARCA5	143513463	143557486
MUC4	195746765	195819600
HNRNPUL2	62712630	62727349
MCTS1	120594010	120621074
HNRNPUL2-BSCL2	62690275	62727384
TCTEX1D2	196291219	196318299
DEFB103B	7420832	7422292
SSTR3	37204238	37212322
PRAC2	48723168	48724758
NUPR1L	56114681	56116400
XRCC2	152644779	152676165
EHMT2	31867303	31885231
ZNF432	52031379	52095738
SLC45A3	205657851	205680459
IQCJ-SCHIP1	158962235	159897366
GEMIN5	154887416	154938209
MYL10	101613325	101629296
MRPL32	42932200	42948958
ZNF276	89720400	89740903
ZNF735	64207090	64470627
PITPNM1	67491768	67506263
AKIRIN2	87675072	87702209
C1orf61	156404250	156430701
UVRAG	75815167	76143195
SMIM24	3473986	3480542
TMED7-TICAM2	115578642	115626161
GTSE1	46296741	46330810
LYZL1	29289061	29318328
ZNF556	2867335	2883445
CHP1	41230839	41281890
INHBA	41685114	41703108
CH17-140K24.8	141223372	141245861
TEX33	36991120	37007841
PCDHB15	141245349	141249365
CUBN	16823964	17129831
HELB	66302545	66347645
G3BP2	75642782	75724525
CD99L2	150766337	150898816
MDC1	30692058	30710140
FABP2	119317250	119322390
CTH	70411218	70439851
PSMA2	42916857	42932223
TAGLN3	111998664	112013887
PPOX	161166410	161178013
CEPT1	111139627	111185102
PLD5	242082986	242524696
CH507-9B2.2	5011799	5017145
GEM	94249253	94262350
PLEC	143915147	143976734
USP15	62260338	62417431
LTBR	6375045	6391571
REEP6	1490747	1497927
SLC12A4	67943474	67969601
SAP25	100572228	100573820
TGM6	2380908	2432753
PSTPIP2	45983536	46072272
LYSMD1	151159748	151165948
MEPE	87821411	87846817
LAMC3	131009082	131094473
CTC-435M10.3	41350853	41425004
METRNL	83077507	83097050
WDR49	167478684	167653983
SGSM1	24806169	24927578
PRR3	30546378	30553215
CABLES1	23134564	23260467
SLC6A1	10992724	11039247
RXRB	33347482	33354568
C11orf58	16613132	16756881
BEX4	103215092	103217246
ASIP	34194569	34269344
DZIP3	108589682	108694846
TMEM123	102396332	102470384
EPPK1	143857324	143878464
BRD7	50313487	50368934
SMNDC1	110290730	110304951
IKBKG	154541199	154565046
SLC39A4	144409742	144416895
TMOD4	151169986	151176284
KCTD8	44173909	44448807
DUSP5	110497838	110511544
OR52A5	5131692	5132642
POLR3B	106357658	106510198
CWC25	38800434	38825481
SH3RF1	169094256	169271105
ZC3H12A	37474552	37484379
ASIC3	151048292	151052756
NOX1	100843324	100874345
PCSK4	1481428	1490752
DTD1	18567453	18763917
MRS2	24402908	24426194
SLC43A2	1569267	1628886
HSPA1A	31882493	31884975
CYB5R4	83859643	83967424
SMC3	110567691	110604636
LZTFL1	45823316	45916042
MUC21	30974428	30980608
MKL1	40410281	40636702
NTRK1	156815640	156881850
PSMB10	67934502	67937087
CD3E	118304545	118316175
RGS6	71932439	72566529
OR52A1	5151009	5186382
PSMA2	42909273	42932174
RPS9	54200742	54249003
SEPSECS	25120014	25160442
OTOGL	80209453	80379090
FLG2	152348735	152360006
ASMTL	1403139	1453762
SMIM21	75409476	75427703
ARL9	56505343	56524448
UQCRB	96225920	96235634
ENPP7	79730919	79742222
NUCKS1	205712819	205750276
SOX6	15966449	16739591
THEGL	56530609	56603507
CRNN	152409243	152414263
FLG	152302175	152325203
TTC14	180602130	180617828
PDXK	43719094	43762307
C7orf25	42908726	42912305
PAK4	39125770	39182816
WDR61	78277835	78299794
TNFAIP8L2	151156629	151159749
OR2Y1	180739042	180740099
MED24	40019097	40061215
SCNM1	151156664	151170297
HACE1	104728093	104859919
REC114	73443158	73560014
PRSS58	142252143	142258058
SUV39H2	14878820	14904315
NPIPA5	15448713	15463457
CACNA2D2	50362799	50504244
OR51V1	5199735	5200700
RP11-244H3.4	34981533	35031741
ESRRG	216503246	217137755
STRC	43599398	43618800
MB	35606764	35637951
SRP72	56466915	56503680
HNRNPUL1	41262496	41307598
VTCN1	117143587	117210960
C1orf87	59987269	60073770
CAPG	85394748	85418432
SLCO5A1	69667047	69835064
TUBA3E	130191743	130198461
TCEAL8	103252995	103255203
APEH	49674002	49683963
TBC1D29	30557112	30563493
TRIM49D2	89924064	89933063
TBC1D30	64781193	64881032
TMEM214	27032910	27041695
KCNJ9	160081570	160090563
SPTA1	158610706	158686698
NMT1	45051610	45109016
RAI2	17800049	17861337
ZMYM6	34986165	35031968
CTCF	67562407	67639183
LILRB2	54238904	54281184
TSPYL2	53082367	53088540
FBXW11	171861549	172006873
TIFAB	135444218	135452399
TRIM71	32818018	32897826
TM4SF19-TCTEX1D2	196316082	196338373
CYLD	50742050	50801935
TM4SF19	196319342	196338503
PCOLCE	100602177	100608175
TYW1	66995173	67239519
TMED5	93149742	93180728
CTSW	65879809	65883741
SMAD5	136132845	136188747
UCHL5	193012250	193060080
UBTD1	97498868	97571209
LRIG2	113073209	113132260
BDH2	103079435	103099883
ZNF841	52064466	52095765
ARRDC5	4890437	4902867
EEF1G	62559601	62574086
PRELID1	177303774	177306959
BSCL2	62690275	62709845
DCANP1	135444214	135447348
NPTN	73560014	73634134
CD200R1L	112815709	112846856
FIGLA	70777310	70790643
RTP4	187368332	187372076
HRNR	152212082	152224193
RPTN	152153595	152159228
CXCL16	4733526	4739922
TCEB3CL2	46962768	46964408
S1PR3	88991447	89005010
TCEB3CL	46968695	47029842
PRORY	21382954	21386360
SCGB3A2	147870682	147882191
ZNF24	35332212	35345482
TCEB3B	47032572	47035621
PRDM12	130664594	130682981
MAP2K6	69414698	69543331
CCL15-CCL14	35983656	36001621
ZNRF4	5455431	5456856
AC009336.19	176151085	176173097
UBASH3B	122655675	122814473
CCL15	35996440	36002038
C5orf46	147880726	147906538
C1orf167	11761787	11789585
ZBED4	49853842	49890078
DR1	93345888	93369498
RPS6KC1	213051233	213274773
KIR2DS2	54738560	54752721
INAFM1	47274453	47275707
HOXD4	176151222	176153226
ZBED1	2486414	2500967
C7orf34	142939343	142940868
METTL16	2405562	2511891
GFPT2	180300690	180353387
CNTROB	7932101	7949918
HOXD8	176129694	176132695
FAM32A	16185380	16192046
RPL7A	133348214	133351426
APOBR	28494649	28498970
PTF1A	23192327	23194252
PLA2G2C	20161253	20177424
KIR3DL3	54724454	54736547
NPPA	11845709	11848345
DHRSX	2219516	2502805
KISS1R	917287	921015
GSDMB	39904595	39919854
TBC1D22A	46762617	47175699
FBXO47	38936432	38967402
HOXD9	176122720	176124937
INVS	100099256	100301000
HOXD3	176136612	176173102
EVC2	5542772	5709548
E2F4	67192169	67198918
VWC2L	214411065	214578959
ACBD4	45132600	45144181
GPBAR1	218259496	218263859
KLF15	126342635	126357442
MAP4K4	101696850	101894689
RAB38	88113242	88175467
DRAM2	111117333	111140216
KIR2DL4	54789863	54800933
GDPD5	75434640	75525903
C9orf47	88990863	88996140
SYNPO	150601080	150659220
HENMT1	108648290	108661526
MTHFR	11785723	11806920
KIF20B	89701610	89774939
ZSCAN10	3088890	3099317
MRPS18B	30607204	30615890
LINC00493	18567347	18569563
B4GALT3	161171310	161177968
RP11-447L10.1	196248230	196318222
TEX29	111316184	111344249
CTD-2545M3.6	50415799	50428409
PAN3	28138506	28295335
SIRPA	1894167	1940592
SPIB	50418938	50431313
DKK4	42374068	42377232
RARS	168486445	168519299
CCDC33	74236289	74336472
ACTR3B	152759749	152855378
RSRP1	25242237	25338213
MYOZ2	119135784	119187789
LEPROT	65420587	65436007
HLA-DQB2	32756098	32763534
C5AR1	47290023	47322066
NABP1	191678068	191696659
C5AR2	47332147	47347327
IL20RA	136999971	137045180
CDC42EP5	54465026	54473264
SEMA3E	83363906	83649010
LMAN1	59327823	59359962
PSMD12	67337916	67366627
PCYT1A	196214222	196287957
SLC39A7	33354325	33358319
OR2H1	29457053	29464201
TTC9	70641787	70675360
ICOSLG	5022493	5040666
EVI5L	7830233	7864976
PKD2L1	100288154	100330486
C6orf15	31104994	31106330
TMCC1	129647792	129893576
KCNK2	215005775	215237093
ADAMTS19	129460265	129738683
UBE3C	157138913	157269372
POMZP3	76609986	76627261
KLK2	50861568	50880567
OR52K1	4488879	4489908
DNAJC10	182716041	182794464
TUT1	62575045	62592177
POLD1	50384204	50418018
NT5E	85449584	85495791
SLC38A9	55625845	55773194
STK32C	132207492	132331847
KCND2	120273668	120750331
LAIR2	54497879	54510687
HHLA2	108296490	108378285
ZNHIT1	101217668	101224190
HAPLN3	88877288	88895626
KLHL40	42685519	42692544
ZNF319	57994668	58000453
SF3B5	144094881	144095573
PCDHB6	141150022	141153287
EMB	50396192	50443248
TSPAN18	44726465	44932421
PDSS1	26697659	26746798
HAMP	35280716	35285143
THBS2	169215780	169254044
TIGD2	89111500	89114899
GPRIN3	89236386	89308010
EIF2B3	44850522	44986722
HSPA1B	31894767	31897281
ICOS	203936748	203961577
